repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url,contributors,closed_issues,issue_resolution_rate,days_since_last_update,commits_window,stars_n,commits_n,contributors_n,issues_n,staleness_n,readme_score,ci_test_score,domain,domain_weight,composite_v2,key,bench_score,pass_score,latency_score,final_score 
KatherLab/STAMP,93,43,3,17,Python,MIT,False,False,2023-09-22T15:27:11Z,2025-10-28T14:05:28Z,2025-10-28T11:21:03Z,3273,True,False,main,agents;bioimage-analysis;bioinformatics;deep-learning;digital-pathology;heatmaps-visualization-tool;histopathology;mcp;mcp-server;pathology;pathology-informatics;research;tcga-data;weakly-supervised-learning;whole-slide-imaging,,Solid Tumor Associative Modeling in Pathology,https://github.com/KatherLab/STAMP,0,0,0.0,1,0,0.0017800960423911,0.0,0.0,0.0,0.99906015037594,1.0,0.0,bio,1.0,0.2502620342460722,stamp,0.0,,,0.1751834239722505
moshi4/pyGenomeViz,375,21,2,1,Python,MIT,False,False,2022-05-20T07:52:33Z,2025-10-28T05:18:11Z,2025-10-03T15:33:54Z,78771,True,True,main,bioinformatics;comparative-genomics;genbank;genomics;genomics-visualization;gff;gff3;matplotlib;microbial-genomics;microbiology;python;synteny;visualization,https://moshi4.github.io/pyGenomeViz,A genome visualization python package for comparative genomics,https://github.com/moshi4/pyGenomeViz,0,0,0.0,26,0,0.0134542142738864,0.0,0.0,0.0,0.975563909774436,1.0,0.0,bio,1.0,0.2502472338322209,pygenomeviz,0.0,,,0.17517306368255464
earmingol/cell2cell,67,18,2,13,Python,BSD-3-Clause,False,False,2019-04-22T04:37:54Z,2025-10-26T05:45:16Z,2025-10-29T01:44:14Z,124965,True,True,master,bioinformatics;bulk-rna-seq;cell-cell-communication;cell-cell-interaction;computational-biology;machine-learning;rna-seq;rnaseq;sc-rna-seq;single-cell;single-cell-rna-seq,,User-friendly tool to infer cell-cell interactions and communication from gene expression of interacting proteins,https://github.com/earmingol/cell2cell,0,0,0.0,0,0,0.0007037589004802,0.0,0.0,0.0,1.0,1.0,0.0,bio,1.0,0.250140751780096,cell2cell,0.0,,,0.17509852624606717
helicalAI/helical,160,29,4,0,Python,AGPL-3.0,False,False,2024-04-27T09:46:06Z,2025-10-23T17:09:12Z,2025-10-20T07:01:05Z,21197,True,False,release,artificial-intelligence;bioinformatics;biology;deep-learning;dna-sequences;evo2;foundation-models;gene-expression;geneformer;helixmrna;pre-trained-model;pre-training;rna;rna-seq;rnaseq;scgpt;transcriptformer;transformer;uce;vcf,https://www.helical-ai.com/,A framework for state-of-the-art pre-trained bio foundation models on genomics and transcriptomics modalities.,https://github.com/helicalAI/helical,0,0,,9,0,0.0045537340619307,0.0,0.0,0.0,0.9915413533834586,1.0,0.0,bio,1.0,0.250064882150732,helical,0.0,,,0.17504541750551242
wolberlab/OpenMMDL,151,16,3,24,Python,MIT,False,False,2022-11-28T14:53:09Z,2025-10-22T05:05:30Z,2025-10-20T00:21:31Z,149675,True,False,main,,,Interface to OpenMM for easy setup of molecular dynamic simulations of protein-ligand complexes,https://github.com/wolberlab/OpenMMDL,0,0,0.0,9,0,0.0041811558205,0.0,0.0,0.0,0.9915413533834586,1.0,0.0,bio,1.0,0.2499903665024458,openmmdl,0.0,,,0.17499325655171205
RagnarB83/ash,91,20,6,54,Python,GPL-2.0,False,False,2020-01-22T19:04:48Z,2025-10-24T12:31:37Z,2025-10-28T21:32:55Z,228767,True,False,master,dft;mm;multiscale;python;qm;qm-mm;quantum,,"ASH is a Python-based computational chemistry and QM/MM environment, primarily for molecular calculations in the gas phase, explicit solution, crystal or protein environment.",https://github.com/RagnarB83/ash,0,0,0.0,0,0,0.0016973008776287,0.0,0.0,0.0,1.0,0.99736,0.0,bio,1.0,0.2499434601755257,ash,0.0,,,0.174960422122868
Kalan-Lab/zol,64,4,2,3,Python,BSD-3-Clause,False,False,2022-12-27T02:53:23Z,2025-10-28T02:37:43Z,2025-10-26T23:25:02Z,116247,True,False,main,bgc;bioinformatics;biosynthetic-gene-clusters;comparative-genomics;detection;evolution;gene-clusters;genomics;metagenomics;mobile-genetic-elements;phage;visualization,,"zol (& fai): large-scale targeted detection and evolutionary investigation of gene clusters (i.e. BGCs, phages, etc.)",https://github.com/Kalan-Lab/zol,0,0,0.0,2,0,0.0005795661533366,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2499279433058553,zol,0.0,,,0.1749495603140987
obi-ontology/obi,96,31,22,261,Python,CC-BY-4.0,False,False,2017-02-27T19:50:28Z,2025-10-24T16:50:41Z,2025-10-24T16:55:05Z,56561,True,False,master,bioinformatics;obo;obofoundry;ontology;owl;semantic-web,http://obi-ontology.org,The Ontology for Biomedical Investigations,https://github.com/obi-ontology/obi,0,0,0.0,5,0,0.0019042887895346,0.0,0.0,0.0,0.9953007518796992,1.0,0.0,bio,1.0,0.2499109329458768,obi,0.0,,,0.17493765306211376
NVIDIA-Digital-Bio/genmol,106,14,3,4,Python,,False,False,2025-05-27T20:40:02Z,2025-10-23T16:57:35Z,2025-10-23T16:57:32Z,5000,True,False,main,,,"GenMol is a generative AI model for creating novel molecules. It utilizes masked discrete diffusion and fragment-based generation to create valid molecules, which are encoded in the SAFE molecular representation.",https://github.com/NVIDIA-Digital-Bio/genmol,0,0,0.0,6,0,0.0023182646133465,0.0,0.0,0.0,0.9943609022556392,1.0,0.0,bio,1.0,0.2498997431482332,genmol,0.0,,,0.17492982020376324
bytedance/PXMeter,60,3,1,1,Python,Apache-2.0,False,False,2025-06-19T06:39:06Z,2025-10-27T02:56:34Z,2025-10-27T02:56:31Z,7270,False,False,main,bioinformatics;evaluation,,Structural Quality Assessment for Biomolecular Structure Prediction Models,https://github.com/bytedance/PXMeter,0,0,0.0,2,0,0.0004139758238118,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2498948252399503,pxmeter,0.0,,,0.1749263776679652
ericmjl/protein-interaction-network,58,21,3,6,Python,MIT,False,False,2016-03-03T18:10:24Z,2024-06-21T14:34:22Z,2025-10-27T03:00:20Z,17381,True,False,master,,,Computes a molecular graph for protein structures.,https://github.com/ericmjl/protein-interaction-network,0,0,0.0,2,0,0.0003311806590495,0.0,0.0,0.0,0.9981203007518796,1.0,0.0,bio,1.0,0.2498782662069978,protein-interaction-network,0.0,,,0.17491478634489846
DessimozLab/FastOMA,83,17,5,7,Python,MPL-2.0,False,False,2022-07-18T13:42:51Z,2025-10-07T13:55:49Z,2025-10-24T08:16:12Z,2604,True,False,main,bioinformatics;comparative-genomics;evolution;orthology,,FastOMA is a scalable software package to infer orthology relationship.,https://github.com/DessimozLab/FastOMA,0,0,0.0,5,0,0.0013661202185792,0.0,0.0,0.0,0.9953007518796992,1.0,0.0,other,1.0,0.2498032992316857,fastoma,0.0,,,0.17486230946217998
Mike-Honey/covid-19-genomes,55,0,6,1,Python,MIT,False,False,2021-05-19T07:52:14Z,2025-10-26T13:00:42Z,2025-10-26T13:00:38Z,2475802,True,True,main,coronavirus;covid-19;data-visualization;genomics;global;powerbi,,Projects on COVID-19 topic of genomic sequencing - mostly DataViz,https://github.com/Mike-Honey/covid-19-genomes,0,0,0.0,3,0,0.0002069879119059,0.0,0.0,0.0,0.9971804511278196,1.0,0.0,bio,1.0,0.2497594426951631,covid-19-genomes,0.0,,,0.17483160988661414
ncsa/NEAT,63,21,3,13,Python,NOASSERTION,False,False,2021-03-19T21:40:14Z,2025-10-16T19:55:10Z,2025-10-24T20:19:48Z,169244,True,False,main,bioinformatics;bioinformatics-tool,,NEAT (NExt-generation Analysis Toolkit) simulates next-gen sequencing reads and can learn simulation parameters from real data.,https://github.com/ncsa/NEAT,0,0,0.0,4,0,0.0005381685709554,0.0,0.0,0.0,0.9962406015037594,1.0,0.0,other,1.0,0.249731693864567,neat,0.0,,,0.17481218570519688
Wainberg/ryp,185,4,3,1,Python,MIT,False,False,2024-09-29T01:43:04Z,2025-10-18T17:16:48Z,2025-10-13T20:25:52Z,752,True,False,main,bioinformatics;data-science;python;python-to-r;r;r-to-python;rstats;statistics,,R inside Python,https://github.com/Wainberg/ryp,0,0,0.0,15,0,0.0055886736214605,0.0,0.0,0.0,0.9859022556390976,1.0,0.0,bio,1.0,0.2497079602882018,ryp,0.0,,,0.17479557220174124
tahoebio/tahoe-x1,54,5,1,2,Python,Apache-2.0,False,False,2025-08-10T23:46:10Z,2025-10-29T03:50:46Z,2025-10-24T20:00:50Z,31010,False,False,main,,,Tahoe-x1 is a single cell foundation model designed for gigascale datasets,https://github.com/tahoebio/tahoe-x1,0,0,0.0,4,0,0.0001655903295247,0.0,0.0,0.0,0.9962406015037594,1.0,0.0,bio,1.0,0.2496571782162809,tahoe-x1,0.0,,,0.17476002475139663
rhysnewell/aviary,101,14,4,23,Python,GPL-3.0,False,False,2020-06-11T04:10:12Z,2025-09-24T06:07:47Z,2025-10-20T01:20:57Z,42048,True,True,main,assembly;binning;bioinformatics;metagenomics;workflow,,A hybrid assembly and MAG recovery pipeline (and more!),https://github.com/rhysnewell/aviary,0,0,0.0,9,0,0.0021112767014406,0.0,0.0,0.0,0.9915413533834586,1.0,0.0,bio,1.0,0.249576390678634,aviary,0.0,,,0.17470347347504378
Serka-M/mmlong2,51,6,1,0,Python,GPL-3.0,False,False,2022-11-29T15:59:07Z,2025-10-23T09:28:03Z,2025-10-24T10:23:15Z,3777,True,False,main,bioinformatics;long-read-sequencing;metagenome-assembled-genomes;metagenomics;microbial-genomics;microbiome;nanopore;pacbio,,Bioinformatics pipeline for recovery and analysis of metagenome-assembled genomes,https://github.com/Serka-M/mmlong2,0,0,,5,0,4.139758238118894e-05,0.0,0.0,0.0,0.9953007518796992,1.0,0.0,bio,1.0,0.2495383547044461,mmlong2,0.0,,,0.17467684829311225
kblin/ncbi-genome-download,1041,179,32,45,Python,Apache-2.0,False,False,2016-05-03T07:44:11Z,2025-10-25T14:46:22Z,2025-07-28T06:42:46Z,368,True,False,master,bioinformatics;biology;command-line;download-genomes;genbank;genomics;ncbi;python,,Scripts to download genomes from the NCBI FTP servers,https://github.com/kblin/ncbi-genome-download,0,0,0.0,93,0,0.0410250041397582,0.0,0.0,0.0,0.912593984962406,1.0,0.0,bio,1.0,0.2494643993241922,ncbi-genome-download,0.0,,,0.17462507952693454
biopragmatics/pyobo,73,16,2,46,Python,MIT,False,False,2019-08-20T20:24:49Z,2025-10-21T10:03:03Z,2025-10-21T10:02:59Z,25549,False,False,main,bioinformatics;biopragmatics;bioregistry;obo;obofoundry;ontologies,https://pyobo.readthedocs.io,"📛 A Python package for using ontologies, terminologies, and biomedical nomenclatures",https://github.com/biopragmatics/pyobo,0,0,0.0,8,0,0.0009521443947673,0.0,0.0,0.0,0.9924812030075189,1.0,0.0,bio,1.0,0.2494385491797053,pyobo,0.0,,,0.1746069844257937
YaqiangCao/cLoops2,52,9,1,2,Python,BSD-3-Clause,False,False,2018-05-17T14:45:29Z,2025-10-17T07:07:51Z,2025-06-17T14:08:01Z,263081,False,False,master,3d-genome;3d-genome-visualization;bioinformatics-tool;chia-pet;chromatin-interaction;cloops2;clustering;differential-enriched-loops;domains;hi-c;hichip;loops;montage;next-generation-sequencing;peaks;python;rehoboam;stripes;trac-looping;un-limited-resolution,,Enhanced and elegant flexible peak/loop/domain -calling and analysis tool for 1D/3D genomic data.,https://github.com/YaqiangCao/cLoops2,0,0,0.0,134,0,8.279516476237788e-05,0.0,0.0,0.0,0.8740601503759399,1.0,0.0,ml,1.05,0.2492937027740737,cloops2,0.0,,,0.17450559194185158
epi2me-labs/wf-single-cell,97,46,7,15,Python,NOASSERTION,False,False,2022-08-19T09:19:03Z,2025-10-24T08:58:34Z,2025-10-17T14:39:59Z,33632,True,False,master,,,,https://github.com/epi2me-labs/wf-single-cell,0,0,0.0,12,0,0.0019456863719158,0.0,0.0,0.0,0.9887218045112782,1.0,0.0,other,1.0,0.249261317725511,wf-single-cell,0.0,,,0.17448292240785768
GenerTeam/GENERanno,302,56,26,0,Python,MIT,False,False,2025-02-10T15:22:18Z,2025-10-28T08:52:37Z,2025-09-28T08:19:21Z,15366,True,False,main,,,GENERanno: A Genomic Foundation Model for Metagenomic Annotation,https://github.com/GenerTeam/GENERanno,0,0,,31,0,0.0104321907600596,0.0,0.0,0.0,0.9708646616541352,1.0,0.0,bio,1.0,0.2491729043174254,generanno,0.0,,,0.17442103302219777
zellerlab/GECCO,73,8,4,8,Python,GPL-3.0,False,False,2021-01-11T15:29:00Z,2025-10-17T13:38:19Z,2025-10-17T13:38:15Z,30261,True,False,master,bioinformatics;biosynthetic-gene-clusters;genomics;metagenomics;natural-products;python;secondary-metabolites,https://gecco.embl.de,GEne Cluster prediction with COnditional random fields.,https://github.com/zellerlab/GECCO,0,0,0.0,12,0,0.0009521443947673,0.0,0.0,0.0,0.9887218045112782,1.0,0.0,bio,1.0,0.2490626093300812,gecco,0.0,,,0.17434382653105684
HKU-BAL/Clair3,310,34,11,11,Python,,False,False,2021-03-30T11:02:58Z,2025-10-28T07:53:35Z,2025-09-25T11:35:43Z,3707,False,False,main,computational-biology;deep-learning;genomics;illumina;long-reads;nanopore;ont-data;ont-models;pacbio;variant-calling;variant-detection,,Clair3 - Symphonizing pileup and full-alignment for high-performance long-read variant calling,https://github.com/HKU-BAL/Clair3,0,0,0.0,34,0,0.0107633714191091,0.0,0.0,0.0,0.9680451127819548,1.0,0.0,bio,1.0,0.2489571855620173,clair3,0.0,,,0.1742700298934121
ArcInstitute/SRAgent,131,28,2,4,Python,MIT,False,False,2024-11-18T18:16:12Z,2025-10-20T23:26:00Z,2025-10-09T21:38:45Z,2330,True,False,main,,,LLM agents for working with the SRA and associated bioinformatics databases.,https://github.com/ArcInstitute/SRAgent,0,0,0.0,19,0,0.0033532041728763,0.0,0.0,0.0,0.9821428571428572,1.0,0.0,bio,1.0,0.2488849265488609,sragent,0.0,,,0.17421944858420263
SWittouck/SCARAP,51,7,3,7,Python,GPL-3.0,False,False,2018-12-19T13:20:57Z,2025-10-17T11:35:49Z,2025-10-17T11:35:46Z,307,True,False,master,comparative-genomics;pangenome-inference;pangenome-pipeline,,A toolkit for prokaryotic comparative genomics,https://github.com/SWittouck/SCARAP,0,0,0.0,12,0,4.139758238118894e-05,0.0,0.0,0.0,0.9887218045112782,1.0,0.0,bio,1.0,0.248880459967604,scarap,0.0,,,0.17421632197732279
Vini2/phables,81,5,2,7,Python,MIT,False,False,2022-07-21T02:02:28Z,2025-10-18T08:27:57Z,2025-10-13T23:58:49Z,7693,True,False,develop,assembly-graphs;bacteriophages;bioinformatics;genomics;metagenomics,https://phables.readthedocs.io,🫧🧬 From fragmented assemblies to high-quality bacteriophage genomes,https://github.com/Vini2/phables,0,0,0.0,15,0,0.0012833250538168,0.0,0.0,0.0,0.9859022556390976,1.0,0.0,bio,1.0,0.2488468905746731,phables,0.0,,,0.17419282340227116
Liu-Hy/GenoMAS,122,16,15,0,Python,MIT,False,False,2024-05-13T08:47:44Z,2025-10-25T00:42:17Z,2025-10-10T08:21:01Z,3543,False,True,main,agent;ai-agents;ai4science;bioinformatics;genomics;multi-agent-systems,https://liu-hy.github.io/GenoMAS/,"A minimalist multi-agent framework for rubost automation of scientific analysis workflows, such as gene expression analysis.",https://github.com/Liu-Hy/GenoMAS,0,0,,19,0,0.0029806259314456,0.0,0.0,0.0,0.9821428571428572,1.0,0.0,other,1.0,0.2488104109005748,genomas,0.0,,,0.17416728763040235
jolespin/veba,96,10,4,22,Python,AGPL-3.0,False,False,2022-04-20T08:10:10Z,2025-10-26T18:03:01Z,2025-10-12T05:09:21Z,57724,True,False,main,bioinformatics;genomics;metagenomics;metatranscriptomics;microbial;microbiome,,"A modular end-to-end suite for in silico recovery, clustering, and analysis of prokaryotic, microeukaryotic, and viral genomes from metagenomes",https://github.com/jolespin/veba,0,0,0.0,17,0,0.0019042887895346,0.0,0.0,0.0,0.9840225563909776,1.0,0.0,bio,1.0,0.2487831133970047,veba,0.0,,,0.17414817937790328
WrightonLabCSU/DRAM,298,56,5,119,Python,GPL-3.0,False,False,2019-02-11T22:48:25Z,2025-10-23T10:39:15Z,2025-09-23T23:24:58Z,15388,True,True,master,annotation;bioinformatics;genomics;metagenome-assembled-genomes;metagenomics;microbiome;viral-genomics;viral-metagenomics,https://dramit.readthedocs.io/en/latest/,Distilled and Refined Annotation of Metabolism: A tool for the annotation and curation of function for microbial and viral genomes,https://github.com/WrightonLabCSU/DRAM,0,0,0.0,35,0,0.0102666004305348,0.0,0.0,0.0,0.9671052631578948,1.0,0.0,bio,1.0,0.2487638464018964,dram,0.0,,,0.17413469248132746
biocommons/uta,70,24,9,22,Python,Apache-2.0,False,False,2016-09-09T22:06:30Z,2025-10-13T15:53:01Z,2025-10-13T15:52:58Z,15160,False,False,main,bioinformatics;sequence-alignment;sequences,,"Universal Transcript Archive: comprehensive genome-transcript alignments; multiple transcript sources, versions, and alignment methods; available as a docker image",https://github.com/biocommons/uta,0,0,0.0,16,0,0.0008279516476237,0.0,0.0,0.0,0.9849624060150376,1.0,0.0,bio,1.0,0.2486618309310285,uta,0.0,,,0.17406328165171994
wells-wood-research/drMD,63,5,2,1,Python,MIT,False,False,2024-10-29T11:34:43Z,2025-10-13T11:12:04Z,2025-10-13T11:12:00Z,173978,True,False,main,,,Molecular Dynamics for Experimentalists,https://github.com/wells-wood-research/drMD,0,0,0.0,16,0,0.0005381685709554,0.0,0.0,0.0,0.9849624060150376,1.0,0.0,other,1.0,0.2486038743156948,drmd,0.0,,,0.17402271202098635
phac-nml/staramr,171,29,5,21,Python,Apache-2.0,False,False,2018-03-13T15:37:06Z,2025-10-23T10:09:35Z,2025-10-03T16:57:33Z,9841,True,False,development,antimicrobial-resistance;bioinformatics;genomics,,"Scans genome contigs against the ResFinder, PlasmidFinder, and PointFinder databases.",https://github.com/phac-nml/staramr,0,0,0.0,26,0,0.0050091074681238,0.0,0.0,0.0,0.975563909774436,1.0,0.0,bio,1.0,0.2485582124710683,staramr,0.0,,,0.1739907487297478
lightdock/lightdock,361,50,11,4,Python,GPL-3.0,False,False,2019-09-27T08:10:43Z,2025-10-28T22:49:33Z,2025-09-16T13:44:36Z,98293,True,False,master,artificial-intelligence;bioinformatics;bioinformatics-tool;chemistry;dna;docking;glowworm-swarm-optimization;molecular-biology;molecular-structures;peptides;protein;protein-design;protein-dna-interactions;protein-docking;protein-protein-interaction;protein-structure;proteomics;structural-bioinformatics;structural-biology;swarm-intelligence,https://lightdock.org/,"Protein-protein, protein-peptide and protein-DNA docking framework based on the GSO algorithm",https://github.com/lightdock/lightdock,0,0,0.0,43,0,0.0128746481205497,0.0,0.0,0.0,0.9595864661654137,1.0,0.0,bio,1.0,0.2485335762406513,lightdock,0.0,,,0.1739735033684559
yeeus/GCI,89,4,3,0,Python,MIT,False,False,2023-10-24T15:30:25Z,2025-10-28T03:53:09Z,2025-10-09T05:29:44Z,7354,False,False,main,bioinformatics;genome-assembly,,A program for assessing the T2T genome continuity,https://github.com/yeeus/GCI,0,0,,20,0,0.0016145057128663,0.0,0.0,0.0,0.981203007518797,1.0,0.0,bio,1.0,0.2484432018944529,gci,0.0,,,0.17391024132611702
lbcb-sci/RiNALMo,135,25,5,0,Python,Apache-2.0,False,False,2024-02-28T21:36:29Z,2025-10-23T07:40:40Z,2025-10-03T19:41:10Z,282,False,False,main,bioinformatics;biology;foundation-model;language-model;rna;rna-secondary-structure;rna-seq;rna-structure-prediction;secondary-structure;splice-site-prediction;structural-biology,https://sikic-lab.github.io/,RiboNucleic Acid (RNA) Language Model,https://github.com/lbcb-sci/RiNALMo,0,0,,25,0,0.003518794502401,0.0,0.0,0.0,0.9765037593984962,1.0,0.0,bio,1.0,0.2483541348403298,rinalmo,0.0,,,0.17384789438823087
rdkit/mmpdb,255,68,18,19,Python,NOASSERTION,False,False,2017-08-12T04:45:21Z,2025-10-27T00:19:17Z,2025-05-20T16:01:22Z,952,True,False,master,,,A package to identify matched molecular pairs and use them to predict property changes.,https://github.com/rdkit/mmpdb,0,0,0.0,162,0,0.0084865043881437,0.0,0.0,0.0,0.8477443609022557,1.0,0.0,ml,1.05,0.248295323816247,mmpdb,0.0,,,0.1738067266713729
recursionpharma/mole_public,62,9,4,5,Python,NOASSERTION,False,False,2024-10-04T15:32:02Z,2025-10-27T07:43:12Z,2025-06-06T05:51:41Z,302,True,False,trunk,,,Recursion's molecular foundation model,https://github.com/recursionpharma/mole_public,0,0,0.0,145,0,0.0004967709885742,0.0,0.0,0.0,0.8637218045112782,1.0,0.0,ml,1.05,0.2482951113812848,mole_public,0.0,,,0.17380657796689936
Future-House/BixBench,60,9,7,1,Python,Apache-2.0,False,False,2025-02-19T20:30:53Z,2025-10-28T06:17:37Z,2025-10-06T21:54:03Z,1931,True,False,main,artificial-intelligence;bioinformatics;language-agents,https://arxiv.org/abs/2503.00096,Benchmark for LLM-based Agents in Computational Biology,https://github.com/Future-House/BixBench,0,0,0.0,22,0,0.0004139758238118,0.0,0.0,0.0,0.9793233082706768,1.0,0.0,bio,1.0,0.24801512599183,bixbench,0.0,,,0.173610588194281
krishnaik06/The-Grand-Complete-Data-Science-Materials,8248,4247,496,82,Python,GPL-2.0,False,False,2023-09-19T06:19:22Z,2025-10-29T05:32:06Z,2024-08-04T07:14:11Z,722795,True,False,main,,,,https://github.com/krishnaik06/The-Grand-Complete-Data-Science-Materials,0,0,0.0,451,0,0.3393773803609869,0.0,0.0,0.0,0.5761278195488722,1.0,0.0,material,0.9,0.2479394322243761,the-grand-complete-data-science-materials,0.0,,,0.17355760255706326
lmmentel/mendeleev,264,49,6,3,Python,MIT,False,False,2019-08-25T13:12:03Z,2025-10-26T20:26:55Z,2025-09-16T19:55:52Z,13302,True,False,master,chemistry;electronegativity;electronegativity-scales;elements;ions;isotope-properties;isotopes;mendeleev;periodic-table;periodic-tables;physical-properties,https://mendeleev.readthedocs.io,"A python package for accessing various properties of elements, ions and isotopes in the periodic table of elements.",https://github.com/lmmentel/mendeleev,0,0,0.0,42,0,0.0088590826295744,0.0,0.0,0.0,0.9605263157894736,1.0,0.0,other,1.0,0.2478244481048622,mendeleev,0.0,,,0.17347711367340354
BU-ISCIII/iskylims,80,39,7,22,Python,GPL-3.0,False,False,2018-05-10T14:17:06Z,2025-10-15T14:49:15Z,2025-10-01T22:10:18Z,23603,True,False,main,bioinformatics-analysis;lims;ngs;ngs-analysis;ngs-data;workflow,https://github.com/BU-ISCIII/iSkyLIMS/wiki,"is an open-source LIMS (laboratory Information Management System) for Next Generation Sequencing sample management, statistics and reports, and bioinformatics analysis service management.",https://github.com/BU-ISCIII/iskylims,0,0,0.0,27,0,0.0012419274714356,0.0,0.0,0.0,0.974624060150376,1.0,0.0,bio,1.0,0.2477107915093247,iskylims,0.0,,,0.1733975540565273
huangnengCSU/compleasm,227,21,5,23,Python,Apache-2.0,False,False,2023-04-04T14:18:26Z,2025-10-28T15:59:34Z,2025-09-18T18:03:32Z,197,True,False,0.2.7,bioinformatics,,A genome completeness evaluation tool based on miniprot,https://github.com/huangnengCSU/compleasm,0,0,0.0,41,0,0.0073273720814704,0.0,0.0,0.0,0.9614661654135338,1.0,0.0,bio,1.0,0.2476120909576474,compleasm,0.0,,,0.17332846367035318
bedapub/besca,50,17,8,35,Python,GPL-3.0,False,False,2020-02-27T15:32:21Z,2025-07-03T19:02:48Z,2025-05-30T19:40:36Z,507484,True,True,main,,https://bedapub.github.io/besca/,BESCA (Beyond Single Cell Analysis) offers python functions for single-cell analysis,https://github.com/bedapub/besca,0,0,0.0,151,0,0.0,0.0,0.0,0.0,0.8580827067669172,1.0,0.0,ml,1.05,0.2475986842105263,besca,0.0,,,0.1733190789473684
dongzhang0725/PhyloSuite,160,28,5,3,Python,GPL-3.0,False,False,2018-09-20T08:59:50Z,2025-10-17T01:08:07Z,2025-09-26T09:30:31Z,552757,True,True,master,,,PhyloSuite is an integrated and scalable desktop platform for streamlined molecular sequence data management and evolutionary phylogenetics studies,https://github.com/dongzhang0725/PhyloSuite,0,0,0.0,33,0,0.0045537340619307,0.0,0.0,0.0,0.9689849624060152,0.99712,0.0,bio,1.0,0.2473772430529876,phylosuite,0.0,,,0.1731640701370913
ingcoder/unomd,167,31,6,3,Python,MIT,False,False,2025-05-15T02:14:29Z,2025-10-10T19:22:52Z,2025-09-19T23:36:27Z,8884,False,False,main,,,Python package to run molecular dynamics simulation of a protein-ligand complex in a single line of code.,https://github.com/ingcoder/unomd,0,0,0.0,39,0,0.0048435171385991,0.0,0.0,0.0,0.9633458646616542,1.0,0.0,bio,1.0,0.2473032898938852,unomd,0.0,,,0.17311230292571964
vembrane/vembrane,65,5,5,13,Python,MIT,False,False,2020-07-01T13:22:22Z,2025-10-14T12:32:19Z,2025-09-27T07:50:36Z,19620,True,False,main,bioinformatics;filter;filter-expression;vcf;vcf-filtering,https://vembrane.github.io,vembrane filters VCF records using python expressions,https://github.com/vembrane/vembrane,0,0,0.0,32,0,0.0006209637357178,0.0,0.0,0.0,0.9699248120300752,1.0,0.0,bio,1.0,0.247116673950151,vembrane,0.0,,,0.17298167176510568
TobyBaril/EarlGrey,183,25,6,6,Python,NOASSERTION,False,False,2021-09-30T15:48:34Z,2025-10-20T14:04:29Z,2025-09-16T14:22:50Z,5835,True,False,main,bioinformatics;genome-analysis;genome-annotation;genomics;te-annotations;transposable-elements,,Earl Grey: A fully automated TE curation and annotation pipeline,https://github.com/TobyBaril/EarlGrey,0,0,0.0,43,0,0.0055058784566981,0.0,0.0,0.0,0.9595864661654137,1.0,0.0,bio,1.0,0.2470598223078809,earlgrey,0.0,,,0.17294187561551663
datamol-io/safe,153,17,7,6,Python,Apache-2.0,False,False,2023-07-02T22:37:21Z,2025-10-28T05:07:28Z,2025-09-17T14:39:06Z,13611,False,True,main,,https://safe-docs.datamol.io/,A single model for all your molecular design tasks,https://github.com/datamol-io/safe,0,0,0.0,42,0,0.0042639509852624,0.0,0.0,0.0,0.9605263157894736,1.0,0.0,bio,1.0,0.2469054217759998,safe,0.0,,,0.17283379524319986
MAGICS-LAB/Genome_Factory,118,1,3,0,Python,,False,False,2024-11-03T16:26:39Z,2025-09-30T18:30:39Z,2025-09-20T04:55:00Z,20707,True,False,main,fine-tuning;foundation-models;genomics;large-language-models;lora;peft;training,http://arxiv.org/abs/2509.12266,"An Integrated Library for Tuning, Deploying and Interpreting Genomic Models",https://github.com/MAGICS-LAB/Genome_Factory,0,0,,39,0,0.0028150356019208,0.0,0.0,0.0,0.9633458646616542,1.0,0.0,bio,1.0,0.2468975935865495,genome_factory,0.0,,,0.17282831551058464
datamol-io/graphium,236,13,4,13,Python,Apache-2.0,False,False,2021-01-19T14:30:46Z,2025-10-27T14:36:18Z,2025-05-06T15:03:07Z,140234,False,True,main,,https://graphium-docs.datamol.io/,Graphium: Scaling molecular GNNs to infinity.,https://github.com/datamol-io/graphium,0,0,0.0,176,0,0.0076999503229011,0.0,0.0,0.0,0.8345864661654135,1.0,0.0,ml,1.05,0.2467485685151776,graphium,0.0,,,0.17272399796062432
hillerlab/make_lastz_chains,59,12,5,13,Python,MIT,False,False,2022-01-19T17:22:05Z,2025-09-23T14:04:28Z,2025-09-23T13:01:41Z,8355,True,False,main,bioinformatics;bioinformatics-pipeline;genomics,,Portable solution to generate genome alignment chains using lastz,https://github.com/hillerlab/make_lastz_chains,0,0,0.0,36,0,0.0003725782414307,0.0,0.0,0.0,0.9661654135338346,1.0,0.0,bio,1.0,0.2466910570016696,make_lastz_chains,0.0,,,0.1726837399011687
