repo,stars,forks,watchers,open_issues,language,license,archived,disabled,created_at,updated_at,pushed_at,size_kb,has_wiki,has_pages,default_branch,topics,homepage,description,html_url
LooseLab/readfish,190,35,13,19,Python,GPL-3.0,False,False,2019-11-08T15:15:08Z,2025-10-24T01:36:45Z,2025-04-28T20:21:42Z,10405,True,True,main,adaptive-sampling;bioinformatics;genomics;ont;oxford-nanopore;sequencing,https://looselab.github.io/readfish/,CLI tool for flexible and fast adaptive sampling on ONT sequencers,https://github.com/LooseLab/readfish
wheaton5/souporcell,189,49,11,134,Python,MIT,False,False,2019-03-16T14:11:31Z,2025-10-16T14:06:51Z,2024-11-15T22:36:03Z,1746,True,False,master,bioinformatics;computational-biology;genomics;scrna-seq;scrna-seq-analysis;scrnaseq,,Clustering scRNAseq by genotypes,https://github.com/wheaton5/souporcell
MDhewei/Bioinforbricklayer,186,42,5,0,Python,GPL-3.0,False,False,2023-02-07T16:27:53Z,2025-10-28T02:20:57Z,2023-08-06T09:45:45Z,179438,True,False,main,,,"Learning materials, files and codes for bioinformatics",https://github.com/MDhewei/Bioinforbricklayer
OBOFoundry/OBOFoundry.github.io,185,215,41,167,Python,NOASSERTION,False,False,2015-07-29T02:24:48Z,2025-10-29T04:00:11Z,2025-10-28T15:48:07Z,55077,True,True,master,annotation;biocuration;bioinformatics;life-sciences;metadata;obo;obofoundry;ontology;ontology-registry;open-science;open-source;semantic-web,http://obofoundry.org,Metadata and website for the Open Bio Ontologies Foundry Ontology Registry,https://github.com/OBOFoundry/OBOFoundry.github.io
Wainberg/ryp,185,4,3,1,Python,MIT,False,False,2024-09-29T01:43:04Z,2025-10-18T17:16:48Z,2025-10-13T20:25:52Z,752,True,False,main,bioinformatics;data-science;python;python-to-r;r;r-to-python;rstats;statistics,,R inside Python,https://github.com/Wainberg/ryp
Adibvafa/CodonTransformer,184,29,7,12,Python,Apache-2.0,False,False,2024-05-24T19:09:21Z,2025-10-22T18:45:17Z,2025-07-27T22:53:10Z,21405,True,True,main,bioinformatics;biotechnology;codon;codon-optimization;codon-optimizer;computational-biology;deep-learning;gene-expression;machine-learning;synthetic-biology,https://adibvafa.github.io/CodonTransformer,"CodonTransformer (1M+ Downloads); The tool for codon optimization, optimizing DNA for protein expression",https://github.com/Adibvafa/CodonTransformer
TobyBaril/EarlGrey,183,25,6,4,Python,NOASSERTION,False,False,2021-09-30T15:48:34Z,2025-10-20T14:04:29Z,2025-09-16T14:22:50Z,5835,True,False,main,bioinformatics;genome-analysis;genome-annotation;genomics;te-annotations;transposable-elements,,Earl Grey: A fully automated TE curation and annotation pipeline,https://github.com/TobyBaril/EarlGrey
open2c/bioframe,183,35,9,31,Python,MIT,False,False,2016-10-03T19:09:54Z,2025-10-20T17:01:16Z,2025-10-27T16:27:43Z,3139,True,False,main,bioinformatics;dataframes;genomic-intervals;genomic-ranges;genomics;ngs-analysis;numpy;pandas;python;spatial-join,,Genomic interval operations on Pandas DataFrames,https://github.com/open2c/bioframe
sanger-pathogens/ariba,181,59,19,47,Python,NOASSERTION,False,False,2015-02-11T10:13:06Z,2025-10-29T12:21:06Z,2023-10-12T08:14:20Z,12533,True,True,master,bioinformatics;bioinformatics-pipeline;genomics;global-health;infectious-diseases;next-generation-sequencing;pathogen;research;sequencing,http://sanger-pathogens.github.io/ariba/,Antimicrobial Resistance Identification By Assembly,https://github.com/sanger-pathogens/ariba
snakemake/snakefmt,180,32,3,13,Python,MIT,False,False,2020-02-28T14:48:47Z,2025-10-29T04:24:32Z,2025-10-29T04:24:28Z,835,True,False,master,bioinformatics;black;code;codeformatter;fmt;formatter;python;snakemake,,The uncompromising Snakemake code formatter,https://github.com/snakemake/snakefmt
MrOlm/inStrain,177,34,6,17,Python,MIT,False,False,2019-09-21T20:12:32Z,2025-10-19T15:51:51Z,2025-05-09T22:36:25Z,273806,True,False,master,,,Bioinformatics program inStrain,https://github.com/MrOlm/inStrain
pymzml/pymzML,176,93,7,19,Python,MIT,False,False,2012-01-11T07:45:43Z,2025-10-11T12:40:02Z,2025-10-15T06:37:21Z,34567,True,True,dev,bioinformatics;mass-spectrometry;mzml-files;mzml-interface,https://pymzml.readthedocs.io/en/latest/,pymzML - an interface between Python and mzML Mass spectrometry Files,https://github.com/pymzml/pymzML
tskit-dev/tskit,174,79,12,93,Python,MIT,False,False,2018-02-08T19:16:31Z,2025-10-24T15:29:30Z,2025-10-24T15:29:26Z,20599,True,False,main,bioinformatics;genomics;phylogenetics;python;science;tree-sequences,,Population-scale Ancestral Recombination Graph (ARG) library,https://github.com/tskit-dev/tskit
aquaskyline/Clairvoyante,173,25,15,0,Python,BSD-3-Clause,False,False,2017-07-21T02:28:26Z,2025-08-25T04:47:15Z,2023-12-26T16:09:30Z,937474,False,False,rbDev,bioinformatics;computational-biology;deep-learning;variant-calling,,Clairvoyante: a multi-task convolutional deep neural network for variant calling in Single Molecule Sequencing,https://github.com/aquaskyline/Clairvoyante
phac-nml/staramr,171,29,5,21,Python,Apache-2.0,False,False,2018-03-13T15:37:06Z,2025-10-23T10:09:35Z,2025-10-03T16:57:33Z,9841,True,False,development,antimicrobial-resistance;bioinformatics;genomics,,"Scans genome contigs against the ResFinder, PlasmidFinder, and PointFinder databases.",https://github.com/phac-nml/staramr
nloyfer/wgbs_tools,171,50,10,26,Python,NOASSERTION,False,False,2019-04-04T11:16:20Z,2025-10-16T09:43:59Z,2025-05-18T09:43:00Z,33729,True,False,master,bioinformatics;dna-methylation;methylation;wgbs-analysis,,tools for working with Bisulfite Sequencing data while preserving reads intrinsic dependencies,https://github.com/nloyfer/wgbs_tools
pha4ge/hAMRonization,171,34,20,4,Python,LGPL-3.0,False,False,2020-03-17T18:10:16Z,2025-10-25T13:37:57Z,2025-05-29T13:03:25Z,5758,True,False,master,antimicrobial-resistance;bioinformatics;data-harmonization;parsers,,Parse multiple Antimicrobial Resistance Analysis Reports into a common data structure,https://github.com/pha4ge/hAMRonization
latchbio/latch,168,21,2,46,Python,MIT,False,False,2022-01-13T05:54:59Z,2025-10-29T00:08:35Z,2025-10-29T00:08:31Z,58732,True,False,main,,https://docs.latch.bio,a python bioinformatics framework,https://github.com/latchbio/latch
apriha/lineage,168,26,9,8,Python,MIT,False,False,2017-06-28T06:20:55Z,2025-10-20T13:21:42Z,2025-07-16T05:16:13Z,1164,True,False,main,ancestry;bioinformatics;chromosomes;dna;genealogy;genes;genetics;genotype;snps,,tools for genetic genealogy and the analysis of consumer DNA test results,https://github.com/apriha/lineage
wwood/singlem,167,20,6,46,Python,GPL-3.0,False,False,2015-05-28T13:05:43Z,2025-10-15T10:01:06Z,2025-10-02T01:44:03Z,320022,True,True,main,bioinformatics;metagenomics;microbiome,http://wwood.github.io/singlem/,Novelty-inclusive microbial (and now dsDNA phage) community profiling of shotgun metagenomes,https://github.com/wwood/singlem
AlexandrovLab/SigProfilerExtractor,165,55,19,5,Python,BSD-2-Clause,False,False,2018-08-30T23:23:09Z,2025-10-29T07:08:58Z,2025-10-29T07:51:59Z,174344,True,False,master,bioinformatics;cancer-genomics;mutation-analysis;mutational-signatures;somatic-variants,,"SigProfilerExtractor allows de novo extraction of mutational signatures from data generated in a matrix format. The tool identifies the number of operative mutational signatures, their activities in each sample, and the probability for each signature to cause a specific mutation type in a cancer sample. The tool makes use of SigProfilerMatrixGenerator and SigProfilerPlotting.",https://github.com/AlexandrovLab/SigProfilerExtractor
FreshAirTonight/af2complex,165,18,6,14,Python,,False,False,2021-11-07T04:43:39Z,2025-10-27T14:30:43Z,2024-09-08T17:18:27Z,4592,True,False,main,alphafold2;bioinformatics;deep-learning;protein-complexes;protein-protein-docking;protein-protein-interaction;protein-structure-prediction,,Predicting direct protein-protein interactions with AlphaFold deep learning neural network models.,https://github.com/FreshAirTonight/af2complex
vanheeringen-lab/seq2science,165,28,5,27,Python,MIT,False,False,2019-07-11T11:12:45Z,2025-09-17T12:08:58Z,2025-05-15T07:00:58Z,1493264,False,True,master,atac-seq;bioinformatics;bioinformatics-pipeline;chip-seq;fastq;ngs;pipeline;reproducible-research;rna-seq;snakemake;sra;workflows,https://vanheeringen-lab.github.io/seq2science,"Automated and customizable preprocessing of Next-Generation Sequencing data, including full (sc)ATAC-seq, ChIP-seq, and (sc)RNA-seq workflows. Works equally easy with public as local data.",https://github.com/vanheeringen-lab/seq2science
helicalAI/helical,161,30,4,0,Python,AGPL-3.0,False,False,2024-04-27T09:46:06Z,2025-10-29T16:58:14Z,2025-10-29T16:58:10Z,21205,True,False,release,artificial-intelligence;bioinformatics;biology;deep-learning;dna-sequences;evo2;foundation-models;gene-expression;geneformer;helixmrna;pre-trained-model;pre-training;rna;rna-seq;rnaseq;scgpt;transcriptformer;transformer;uce;vcf,https://www.helical-ai.com/,A framework for state-of-the-art pre-trained bio foundation models on genomics and transcriptomics modalities.,https://github.com/helicalAI/helical
moshi4/pyMSAviz,156,19,3,0,Python,MIT,False,False,2022-11-13T09:39:51Z,2025-10-20T15:10:18Z,2024-12-01T07:59:16Z,7553,True,True,main,bioinformatics;genomics;matplotlib;msa;multiple-sequence-alignment;python;sequence-alignment;sequence-analysis;visualization,https://moshi4.github.io/pyMSAviz,MSA(Multiple Sequence Alignment) visualization python package for sequence analysis,https://github.com/moshi4/pyMSAviz
DeepChainBio/bio-transformers,155,32,8,10,Python,Apache-2.0,False,False,2021-04-15T13:52:57Z,2025-09-02T00:10:54Z,2023-10-11T11:34:09Z,5002,True,False,main,artificial-intelligence;bioinformatics;embeddings;transformer,https://bio-transformers.readthedocs.io/en/latest/getting_started/install.html,"bio-transformers is a wrapper on top of the ESM/Protbert model, trained on millions on proteins and used to predict embeddings.",https://github.com/DeepChainBio/bio-transformers
gecrooks/weblogo,152,38,7,5,Python,NOASSERTION,False,False,2015-07-01T22:23:06Z,2025-08-26T08:39:57Z,2025-05-08T19:14:22Z,12427,False,False,main,bioinformatics;sequence-logos;weblogo,weblogo.threeplusone.com,WebLogo 3: Sequence Logos redrawn,https://github.com/gecrooks/weblogo
haddocking/prodigy,150,33,12,1,Python,Apache-2.0,False,False,2015-06-17T14:41:42Z,2025-10-24T12:02:23Z,2025-10-03T14:27:24Z,5748,False,False,main,binding-affinity;bioinformatics;python3;utrecht-university,https://wenmr.science.uu.nl/prodigy/,Predict the binding affinity of protein-protein complexes from structural data,https://github.com/haddocking/prodigy
SunPengChuan/wgdi,146,24,2,11,Python,BSD-2-Clause,False,False,2018-08-30T13:33:59Z,2025-10-21T16:15:48Z,2025-01-05T09:19:03Z,1880,True,False,master,ancestral-chromosomal-karyotype;bioinformatics;collinearity;polyploidy,https://wgdi.readthedocs.io/en/latest/,WGDI: A user-friendly toolkit for evolutionary analyses of whole-genome duplications and ancestral karyotypes,https://github.com/SunPengChuan/wgdi
antigenomics/vdjdb-db,145,26,16,96,Python,NOASSERTION,False,False,2016-01-06T17:16:23Z,2025-10-22T07:20:33Z,2025-10-27T10:31:57Z,19390,False,False,master,antigen;bioinformatics;database;immunology;t-cell,https://vdjdb.cdr3.net,🗂️ [vdjdb.cdr3.net is up and running] Git-based TCR database storage & management. Submissions welcome!,https://github.com/antigenomics/vdjdb-db
BigDataBiology/SemiBin,144,11,4,24,Python,,False,False,2020-11-18T06:23:23Z,2025-10-15T06:58:44Z,2025-03-21T08:58:52Z,110629,True,False,main,assembly-binning;bioinformatics;deep-learning;metagenomics;self-supervised-learning,https://semibin.rtfd.io/,SemiBin: metagenomics binning with self-supervised deep learning,https://github.com/BigDataBiology/SemiBin
ShujiaHuang/ilus,140,36,3,9,Python,GPL-3.0,False,False,2020-04-08T07:16:37Z,2025-09-14T05:48:09Z,2025-05-20T07:49:14Z,876,True,False,master,bioinformatics;bioinformatics-pipeline;pipeline;variant-calling;whole-genome-sequencing;workflow-management,,A lightweight and handy variant calling pipeline generator for whole-genome sequencing (WGS) and whole exom sequencing data (WES) analysis by using GATK and Sentieon.  一个基于 GATK 和 Sentieon 的简易且全面的 WGS/WES 分析流程生成器.,https://github.com/ShujiaHuang/ilus
GuyTeichman/RNAlysis,139,13,4,4,Python,MIT,False,False,2019-06-20T12:24:29Z,2025-09-13T07:27:05Z,2025-06-04T20:57:40Z,835264,False,True,master,bioinformatics;bioinformatics-analysis;bioinformatics-pipeline;bioinformatics-tool;gui-application;rna-seq;rna-seq-analysis;rna-seq-pipeline;rnaseq;smallrna;smallrna-seq;transcriptomics,https://guyteichman.github.io/RNAlysis/,Analyze your RNA sequencing data without writing a single line of code,https://github.com/GuyTeichman/RNAlysis
pybel/pybel,137,32,8,34,Python,MIT,False,False,2016-09-16T12:09:49Z,2025-07-08T05:23:03Z,2024-06-26T12:15:31Z,12913,False,False,master,bioinformatics;biological-expression-language;bioregistry;domain-specific-language;networks;networks-biology;pybel;systems-biology,http://pybel.readthedocs.io,🌶️ An ecosystem in Python for working with the Biological Expression Language (BEL),https://github.com/pybel/pybel
yuzhimanhua/Multi-BioNER,136,27,8,2,Python,Apache-2.0,False,False,2018-10-16T06:56:38Z,2025-08-07T12:23:14Z,2024-07-25T10:12:21Z,163,True,False,master,bioinformatics;biomedical-nlp;biomedical-text-mining;named-entity-recognition,https://arxiv.org/abs/1801.09851,Cross-type Biomedical Named Entity Recognition with Deep Multi-task Learning (Bioinformatics'19),https://github.com/yuzhimanhua/Multi-BioNER
blazerye/DrugAssist,136,13,4,0,Python,,False,False,2023-12-27T07:48:51Z,2025-10-26T12:22:58Z,2025-04-02T02:33:33Z,7376,False,False,main,ai-for-science;drug-discovery;instruction-datasets;instruction-tuning;large-language-models;molecule-generation;molecule-optimization,https://academic.oup.com/bib/article/26/1/bbae693/7942355,[Briefings In Bioinformatics] DrugAssist: A Large Language Model for Molecule Optimization,https://github.com/blazerye/DrugAssist
lbcb-sci/RiNALMo,135,25,5,0,Python,Apache-2.0,False,False,2024-02-28T21:36:29Z,2025-10-23T07:40:40Z,2025-10-03T19:41:10Z,282,False,False,main,bioinformatics;biology;foundation-model;language-model;rna;rna-secondary-structure;rna-seq;rna-structure-prediction;secondary-structure;splice-site-prediction;structural-biology,https://sikic-lab.github.io/,RiboNucleic Acid (RNA) Language Model,https://github.com/lbcb-sci/RiNALMo
art-egorov/lovis4u,134,7,2,2,Python,WTFPL,False,False,2024-04-25T14:28:55Z,2025-10-29T15:15:02Z,2025-10-29T15:21:26Z,147422,True,True,main,,,Bioinformatics tool for Locus Visualisation,https://github.com/art-egorov/lovis4u
QizhiPei/FABind,133,17,3,1,Python,MIT,False,False,2023-10-10T16:48:11Z,2025-09-11T15:02:34Z,2025-07-16T09:29:41Z,45318,True,True,main,binding;bioinformatics;computational-biology;docking;machine-learning,https://arxiv.org/abs/2310.06763,FABind: Fast and Accurate Protein-Ligand Binding (NeurIPS 2023),https://github.com/QizhiPei/FABind
ArcInstitute/SRAgent,131,29,2,4,Python,MIT,False,False,2024-11-18T18:16:12Z,2025-10-20T23:26:00Z,2025-10-09T21:38:45Z,2330,True,False,main,,,LLM agents for working with the SRA and associated bioinformatics databases.,https://github.com/ArcInstitute/SRAgent
biolink/ontobio,131,33,19,135,Python,BSD-3-Clause,False,False,2017-04-18T23:36:22Z,2025-10-24T21:16:08Z,2025-02-11T19:03:51Z,70083,True,False,master,bioinformatics;gene-ontology;graph;obo;obofoundry;ontology;ontology-tools;python;rdf;semantic-web;sparql,https://ontobio.readthedocs.io/en/latest/,python library for working with ontologies and ontology associations,https://github.com/biolink/ontobio
cogent3/cogent3,131,65,9,59,Python,BSD-3-Clause,False,False,2019-09-13T05:02:18Z,2025-10-29T00:17:18Z,2025-10-29T00:17:14Z,49019,True,False,develop,bioinformatics;biological-sequence-analysis;biology;biopython;data-science;evolution;genomics;markov-chain;maximum-likelihood;molecular-evolution;non-stationary;parallel;phylogenetic-trees;phylogenetics;pycogent;python;sequence-alignment;signal-processing;statistics,https://cogent3.org,Comparative Genomics Toolkit 3,https://github.com/cogent3/cogent3
Psy-Fer/SquiggleKit,128,23,12,22,Python,MIT,False,False,2018-11-21T13:12:09Z,2025-10-13T08:42:46Z,2024-02-16T02:49:47Z,8900,True,True,master,bioinformatics;nanopore,,SquiggleKit: A toolkit for manipulating nanopore signal data,https://github.com/Psy-Fer/SquiggleKit
bcgsc/straglr,128,14,6,28,Python,NOASSERTION,False,False,2019-09-05T23:15:55Z,2025-10-12T01:08:58Z,2025-09-10T15:50:10Z,726,True,False,master,bioinformatics;genomics;long-reads;tandem-repeats,,Tandem repeat expansion detection or genotyping from long-read alignments,https://github.com/bcgsc/straglr
biothings/mygene.info,128,22,16,38,Python,NOASSERTION,False,False,2016-03-29T00:36:49Z,2025-09-02T19:05:36Z,2025-09-02T19:05:32Z,3014,True,False,master,api;bioinformatics;biothings;gene;gene-annotations;ncats-translator;webservice,http://mygene.info,MyGene.info: A BioThings API for gene annotations,https://github.com/biothings/mygene.info
timoast/sinto,127,26,1,6,Python,MIT,False,False,2019-03-28T16:44:41Z,2025-09-23T13:50:36Z,2024-05-27T13:31:40Z,6446,False,True,master,bioinformatics;single-cell,https://timoast.github.io/sinto/,Tools for single-cell data processing,https://github.com/timoast/sinto
MaxValue/Terpene-Profile-Parser-for-Cannabis-Strains,126,18,17,12,Python,,False,False,2018-02-05T18:51:34Z,2025-10-20T12:23:02Z,2023-04-28T23:16:29Z,22426,False,True,master,analysis;aromatherapy;bioinformatics;biological-data;biological-data-analysis;cannabis;cannabis-strains;crawler;data-science;database;health;plants;python;python-3;scrapy;terpene-profile;terpenes;web-crawler;web-crawler-python;web-crawling,https://maxvalue.github.io/Terpene-Profile-Parser-for-Cannabis-Strains/,Parser and database to index the terpene profile of different strains of Cannabis from online databases,https://github.com/MaxValue/Terpene-Profile-Parser-for-Cannabis-Strains
jdidion/atropos,125,16,6,28,Python,NOASSERTION,False,False,2016-06-17T18:09:07Z,2025-10-21T06:10:35Z,2025-04-29T18:41:57Z,342938,True,False,1.1,bioinformatics;ngs;python3;trimming,,"An NGS read trimming tool that is specific, sensitive, and speedy. (production)",https://github.com/jdidion/atropos
biojava/biojava-tutorial,123,42,35,4,Python,NOASSERTION,False,False,2013-09-18T20:23:45Z,2025-05-02T12:40:49Z,2024-02-23T19:46:04Z,5255,False,False,master,3d-structure;bioinformatics;biojava;genomics;java;protein-disorder;protein-structure;tutorial,http://www.biojava.org,:book::books:An introductory tutorial for BioJava,https://github.com/biojava/biojava-tutorial
Liu-Hy/GenoMAS,122,16,15,0,Python,MIT,False,False,2024-05-13T08:47:44Z,2025-10-25T00:42:17Z,2025-10-10T08:21:01Z,3543,False,True,main,agent;ai-agents;ai4science;bioinformatics;genomics;multi-agent-systems,https://liu-hy.github.io/GenoMAS/,"A minimalist multi-agent framework for rubost automation of scientific analysis workflows, such as gene expression analysis.",https://github.com/Liu-Hy/GenoMAS
kreshuklab/plant-seg,120,40,7,28,Python,MIT,False,False,2019-10-18T10:56:08Z,2025-10-28T15:48:05Z,2025-10-28T15:48:03Z,207952,False,True,master,bioimage-analysis;bioinformatics;deep-learning;image-segmentation;neural-network;segmentation;unet,https://kreshuklab.github.io/plant-seg/,A tool for cell instance aware segmentation in densely packed 3D volumetric images,https://github.com/kreshuklab/plant-seg
QizhiPei/BioT5,120,6,3,0,Python,MIT,False,False,2023-10-11T09:00:33Z,2025-10-16T06:37:47Z,2024-09-14T14:01:09Z,1838,True,False,main,bioinformatics;computational-biology;cross-modal;machine-learning;nlp;nlp-applications,https://arxiv.org/abs/2310.07276,BioT5 (EMNLP 2023) and BioT5+ (ACL 2024 Findings),https://github.com/QizhiPei/BioT5
oschwengers/platon,120,15,4,5,Python,GPL-3.0,False,False,2019-06-19T09:21:04Z,2025-10-28T10:24:16Z,2025-01-22T11:17:31Z,39209,False,False,main,assembly;bacteria;bioinformatics;contigs;microbiology;ngs;plasmids;wgs,https://doi.org/10.1099/mgen.0.000398,Identification & characterization of bacterial plasmid-borne contigs from short-read draft assemblies.,https://github.com/oschwengers/platon
yuanx749/py-cdhit,120,0,0,0,Python,GPL-2.0,False,False,2023-05-25T10:49:37Z,2025-10-13T16:41:26Z,2024-11-22T03:31:05Z,58,True,True,main,bioinformatics;package;sequence-analysis;tool,https://yuanx749.github.io/py-cdhit/,"A Python package for CD-HIT, clustering protein or nucleotide sequences.",https://github.com/yuanx749/py-cdhit
bioinfomaticsCSU/deepsignal,117,21,2,13,Python,GPL-3.0,False,False,2018-12-11T20:19:10Z,2025-10-16T21:02:37Z,2023-06-04T08:27:40Z,311,True,False,master,bioinformatics;epigenetics;methylation;nanopore-sequencing;tensorflow,,Detecting methylation using signal-level features from Nanopore sequencing reads,https://github.com/bioinfomaticsCSU/deepsignal
open2c/pairtools,116,36,9,52,Python,MIT,False,False,2017-02-23T06:17:43Z,2025-10-22T12:58:42Z,2025-10-24T12:54:02Z,3285,True,False,master,3d-genome;bioinformatics;file-formatter;hi-c;ngs;pairs-file;python,,Extract 3D contacts (.pairs) from sequencing alignments,https://github.com/open2c/pairtools
ayixon/RaPDTool,114,87,9,0,Python,MIT,False,False,2021-10-14T22:08:57Z,2025-08-18T03:13:25Z,2024-04-09T17:42:50Z,8368,True,False,2.1.0,bioinformatics;metagenome-assembled-genomes;metagenomics;microbial-taxonomy,,Rapid Profiling and Deconvolution Tool for Metagenomes,https://github.com/ayixon/RaPDTool
cbalbin-bio/pymol-color-alphafold,114,26,3,5,Python,MIT,False,False,2021-11-16T16:49:44Z,2025-10-08T00:05:17Z,2024-07-23T07:08:48Z,1976,True,False,master,alphafold;alphafold2;bioinformatics;computational-biology;protein-structure;pymol;pymol-plugin;structural-biology,,PyMOL extension to color AlphaFold structures by confidence (pLDDT).,https://github.com/cbalbin-bio/pymol-color-alphafold
cansyl/DEEPScreen,114,44,13,7,Python,,False,False,2019-01-09T13:43:35Z,2025-08-29T22:32:53Z,2024-07-25T11:01:40Z,278896,True,False,pytorch,2d-images-of-compounds;bioinformatics;cheminformatics;command-line-tool;convolutional-neural-networks;deep-learning;drug-discovery;drug-repurposing;drug-target-interactions;hyper-parameter-optimization;machine-learning;performance-evaluation;prediction-model,,DEEPScreen: Virtual Screening with Deep Convolutional Neural Networks Using Compound Images,https://github.com/cansyl/DEEPScreen
CostaLab/reg-gen,112,29,8,67,Python,NOASSERTION,False,False,2015-06-17T11:19:33Z,2025-09-10T23:08:00Z,2024-11-16T07:14:46Z,83837,True,False,master,atac-seq;bioinformatics;chip-seq;differential-peak-calling;dnase-seq;footprinting;genomics;motif;motif-analysis;ngs,https://reg-gen.readthedocs.io/,Regulatory Genomics Toolbox: Python library and set of tools for the integrative analysis of high throughput regulatory genomics data.,https://github.com/CostaLab/reg-gen
AlexandrovLab/SigProfilerMatrixGenerator,111,41,22,4,Python,BSD-2-Clause,False,False,2018-08-27T18:20:33Z,2025-10-28T21:53:13Z,2025-10-29T01:27:55Z,1077125,True,False,master,bioinformatics;cancer-genomics;mutation-analysis;mutational-signatures;somatic-variants,,"SigProfilerMatrixGenerator creates mutational matrices for all types of somatic mutations. It allows downsizing the generated mutations only to parts for the genome (e.g., exome or a custom BED file). The tool seamlessly integrates with other SigProfiler tools.",https://github.com/AlexandrovLab/SigProfilerMatrixGenerator
andrew-hossack/dash-tools,111,11,3,8,Python,MIT,False,False,2022-04-01T19:04:41Z,2025-10-11T15:32:04Z,2025-06-21T09:31:08Z,33701,True,False,main,bioinformatics;charting;command-line;dash;data-science;data-visualization;finance;flask;gui-framework;heroku;heroku-cli;modeling;plotly;plotly-dash;productivity;python;technical-computing;template;tools;web-app,https://dash-tools.readthedocs.io,"DashTools - Plotly Dash Command Line Tools - Create, Run and Deploy Templated Python Apps from Terminal",https://github.com/andrew-hossack/dash-tools
singleron-RD/CeleScope,109,34,2,31,Python,MIT,False,False,2020-07-29T05:44:28Z,2025-10-29T06:36:24Z,2025-10-13T09:34:56Z,10417,False,False,master,bioinformatics;single-cell-analysis,https://www.singleron.bio/,Single Cell Analysis Pipelines,https://github.com/singleron-RD/CeleScope
bihealth/vcfpy,109,23,4,11,Python,MIT,False,False,2016-09-15T07:59:19Z,2025-10-02T06:37:24Z,2025-10-02T06:37:31Z,1474,False,False,main,bioinformatics;file-format;parsing;vcf;writing,,Python 3 library with good support for both reading and writing VCF,https://github.com/bihealth/vcfpy
apriha/snps,109,18,4,23,Python,BSD-3-Clause,False,False,2019-06-09T22:27:46Z,2025-10-20T13:22:32Z,2025-03-22T20:29:27Z,2147,True,False,main,bioinformatics;chromosomes;dna;snps;vcf,,"tools for reading, writing, merging, and remapping SNPs",https://github.com/apriha/snps
louiejtaylor/grabseqs,107,14,6,5,Python,MIT,False,False,2018-10-23T12:44:49Z,2025-09-09T09:13:46Z,2025-08-18T19:07:09Z,267,True,False,master,bioinformatics;conda;metagenomics;ncbi-sra;ngs;python;sra,,A utility for easy downloading of reads from next-gen sequencing repositories like NCBI SRA,https://github.com/louiejtaylor/grabseqs
hgbrian/biomodals,106,15,6,1,Python,MIT,False,False,2023-11-26T20:14:58Z,2025-10-29T16:09:30Z,2025-10-29T16:09:18Z,762,True,False,main,,,bioinformatics tools running on modal,https://github.com/hgbrian/biomodals
OSU-NLP-Group/ScienceAgentBench,106,15,4,4,Python,MIT,False,False,2024-10-02T14:38:55Z,2025-10-18T07:24:30Z,2025-08-26T18:37:32Z,180210,False,True,main,ai4science;bioinformatics;chemoinformatics;code-generation;cognitive-neuroscience;geoscience;language-agent;large-language-models;task-automation,https://osu-nlp-group.github.io/ScienceAgentBench,[ICLR'25] ScienceAgentBench: Toward Rigorous Assessment of Language Agents for Data-Driven Scientific Discovery,https://github.com/OSU-NLP-Group/ScienceAgentBench
lemuria-wchen/imcs21-cblue,105,29,1,4,Python,,False,False,2022-01-24T02:45:33Z,2025-10-28T09:36:28Z,2022-12-27T02:10:03Z,28190,True,False,main,annotated-corpora;bioinformatics;healthcare-application;medical-dialogue;natural-language-understanding,,This is the repo of the medical dialogue dataset 'imcs21' in CBLUE@Tianchi,https://github.com/lemuria-wchen/imcs21-cblue
althonos/peptides.py,105,17,5,0,Python,GPL-3.0,False,False,2021-10-20T00:45:25Z,2025-10-16T07:49:02Z,2025-09-04T09:33:11Z,209,True,False,main,bioinformatics;protein;pure-python;qsar-models;sequence-analysis,,"Physicochemical properties, indices and descriptors for amino-acid sequences.",https://github.com/althonos/peptides.py
refinery-platform/refinery-platform,105,22,7,333,Python,NOASSERTION,False,False,2011-11-23T20:23:20Z,2025-10-04T17:34:26Z,2023-01-11T19:52:35Z,130033,True,True,develop,galaxy-project;hidivelab;refinery;refinery-platform,http://www.refinery-platform.org,"The Refinery Platform is a data management, analysis and visualization system for bioinformatics and computational biology applications. The platforms consists of three major components: a data repository with rich metadata capabilities, a workflow engine based on the popular Galaxy system, and visualization tools to support the exploration and interpretation of results at all stages of the analysis process.",https://github.com/refinery-platform/refinery-platform
parashardhapola/scarf,105,15,5,18,Python,BSD-3-Clause,False,False,2020-05-07T17:03:52Z,2025-10-10T12:24:05Z,2025-04-15T15:32:04Z,34365,True,False,master,big-data;bioinformatics;cite-seq;clustering;differential-expression;dimension-reduction;gene-modules;genomics;graph-analytics;memory-efficient;multiomics;pseudotime;scalable-data-analysis;scatac-seq;scrna-seq;single-cell-atac-seq;single-cell-genomics;single-cell-rna-seq;tsne;umap,http://scarf.readthedocs.io,"Toolkit for highly memory efficient analysis of single-cell RNA-Seq, scATAC-Seq and CITE-Seq data. Analyze atlas scale datasets with millions of cells on laptop.",https://github.com/parashardhapola/scarf
